"","id","class","new_classes","representative","Number_of_CDS","Number_of_exons","intron_in_UTR","overlaps"
"9390","maker_00176039_RF",1,"1","NO",5,5,"no","no"
"3916","maker_00175051_RA",6,"6","YES",2,2,"no","no"
"3368","maker_00174084_RA",6,"6","YES",2,2,"no","no"
"5379","maker_00167669_RA",6,"6","YES",5,5,"no","no"
"8238","mikado.Super_Scaffold_1000004G4329.1",6,"6","YES",1,1,"no","no"
"7311","maker_00172260_RF",3,"3","NO",6,6,"no","no"
"8902","maker_00175240_RA",6,"6","YES",4,4,"no","no"
"8549","mikado.Super_Scaffold_1000004G5015.1",6,"6","YES",1,2,"yes","no"
"8616","maker_00174679_RB",3,"3","NO",1,3,"yes","no"
"7571","maker_00172692_RA",6,"6","YES",4,4,"no","no"
"1610","mikado.Super_Scaffold_1000004G1442.1",5,"5C","YES",2,2,"no","no"
"768","maker_00167938_RA",6,"6","YES",3,3,"no","no"
"186","maker_00166492_RA",6,"6","YES",2,2,"no","no"
"5932","maker_00169147_RA",6,"6","YES",4,4,"no","no"
"7390","mikado.Super_Scaffold_1000004G3020.1",6,"6","YES",1,1,"no","no"
"6398","mikado.Super_Scaffold_1000004G1577.1",6,"6","YES",1,1,"no","no"
"4768","maker_00176879_RA",5,"5C","YES",2,2,"no","no"
"2844","maker_00173169_RB",1,"1","NO",11,11,"no","no"
"704","maker_00167785_RA",6,"6","YES",6,6,"no","no"
"6010","maker_00169295_RE",1,"1","NO",8,14,"yes","no"
"8379","maker_00174339_RD",1,"1","NO",11,12,"yes","no"
"7167","maker_00172012_RA",6,"6","YES",4,4,"no","no"
"2960","maker_00173391_RF",3,"3","NO",18,18,"no","no"
"6461","maker_00170395_RB",3,"3","YES",8,8,"no","no"
"8546","mikado.Super_Scaffold_1000004G5004.1",5,"5F","YES",1,1,"no","no"
"3859","maker_00174954_RC",1,"1","YES",8,10,"yes","no"
"7032","maker_00171673_RA",6,"6","YES",1,1,"no","no"
"9590","maker_00176434_RF",1,"1","NO",17,18,"yes","no"
"3704","maker_00174711_RD",3,"3","NO",13,18,"yes","no"
"4227","maker_00175732_RB",3,"3","YES",6,7,"yes","no"
"8467","maker_00174419_RA",6,"6","YES",5,5,"no","no"
"7920","mikado.Super_Scaffold_1000004G3806.4",1,"1","NO",4,4,"no","no"
"3308","maker_00173952_RD",3,"3","NO",6,7,"yes","no"
"1234","maker_00169188_RA",6,"6","YES",1,1,"no","no"
"4219","maker_00175704_RA",1,"1","NO",7,7,"no","no"
"3623","maker_00174590_RA",6,"6","YES",3,3,"no","no"
"9440","maker_00176154_RH",3,"3","NO",9,12,"yes","no"
"8799","maker_00175055_RA",6,"6","YES",1,1,"no","no"
"9181","maker_00175718_RD",3,"3","NO",4,7,"yes","no"
"1139","maker_00168933_RH",3,"3","NO",5,6,"yes","no"
"7056","maker_00171750_RA",6,"6","YES",4,4,"no","no"
"2277","maker_00171775_RB",4,"4","NO",2,2,"no","no"
"5654","maker_00168440_RA",6,"6","YES",7,7,"no","no"
"2439","maker_00172207_RA",4,"4","YES",1,1,"no","no"
"2475","maker_00172311_RA",5,"5C","NO",3,3,"no","no"
"4716","maker_00176737_RA",4,"4","YES",4,4,"no","no"
"8724","maker_00174897_RE",3,"3","NO",9,15,"yes","no"
"1310","mikado.Super_Scaffold_1000004G1187.5",5,"5C","YES",3,3,"no","no"
"3361","maker_00174049_RB",3,"3","NO",2,2,"no","no"
"6530","mikado.Super_Scaffold_1000004G1819.1",5,"5F","YES",1,1,"no","no"
"2162","maker_00171439_RA",5,"5C","YES",2,2,"no","no"
"5804","maker_00168777_RA",6,"6","YES",1,1,"no","no"
"3796","maker_00174864_RB",5,"5C","NO",7,10,"yes","no"
"7617","maker_00172786_RA",1,"1","YES",7,7,"no","no"
"9615","maker_00176473_RE",5,"5C","NO",2,3,"yes","no"
"851","maker_00168142_RA",6,"6","YES",1,1,"no","no"
"4576","maker_00176499_RA",5,"5C","YES",3,3,"no","no"
"9466","maker_00176196_RB",3,"3","NO",8,9,"yes","no"
"8346","mikado.Super_Scaffold_1000004G4647.9",3,"3","NO",3,4,"yes","no"
"8187","maker_00173962_RA",4,"4","YES",1,1,"no","no"
"79","maker_00166175_RA",6,"6","YES",2,2,"no","no"
"8511","maker_00174508_RB",3,"3","YES",2,3,"yes","no"
"9327","maker_00175934_RE",3,"3","NO",13,13,"no","no"
"5461","maker_00167925_RA",6,"6","YES",2,2,"no","no"
"7041","mikado.Super_Scaffold_1000004G2538.1",6,"6","YES",1,1,"no","no"
"8618","mikado.Super_Scaffold_1000004G5123.1",6,"6","YES",3,3,"no","no"
"5057","maker_00166701_RA",6,"6","YES",2,2,"no","no"
"2050","maker_00171189_RA",6,"6","YES",5,5,"no","no"
"9165","maker_00175670_RA",6,"6","YES",3,3,"no","no"
"1591","maker_00170044_RA",6,"6","YES",4,4,"no","no"
"5456","maker_00167915_RA",6,"6","YES",3,3,"no","no"
"6406","maker_00170269_RA",6,"6","YES",1,1,"no","no"
"4921","mikado.Super_Scaffold_1000004G122.1",6,"6","YES",1,1,"no","no"
"48","maker_00166089_RA",6,"6","YES",1,1,"no","no"
"4469","maker_00176281_RD",3,"3","YES",7,8,"yes","no"
"6822","maker_00171183_RA",3,"3","YES",3,3,"no","no"
"9334","maker_00175943_RA",6,"6","YES",6,6,"no","no"
"4724","maker_00176754_RE",3,"3","NO",6,6,"no","no"
"7971","mikado.Super_Scaffold_1000004G3882.1",6,"6","YES",1,1,"no","no"
"7560","maker_00172660_RC",5,"5C","NO",1,2,"yes","no"
"5949","maker_00169180_RA",4,"4","YES",4,4,"no","no"
"5781","maker_00168718_RA",6,"6","YES",2,2,"no","no"
"7779","maker_00173136_RA",6,"6","YES",4,4,"no","no"
"6574","maker_00170682_RF",3,"3","NO",5,5,"no","no"
"3526","maker_00174382_RF",3,"3","NO",8,9,"yes","no"
"7561","maker_00172661_RA",6,"6","YES",2,2,"no","no"
"7178","maker_00172030_RA",6,"6","YES",2,2,"no","no"
"2593","maker_00172614_RA",6,"6","YES",4,4,"no","no"
"7229","maker_00172123_RA",4,"4","YES",5,5,"no","no"
"8337","maker_00174281_RC",3,"3","NO",3,3,"no","no"
"1710","maker_00170385_RA",6,"6","YES",1,1,"no","no"
"1537","mikado.Super_Scaffold_1000004G1336.3",5,"5C","YES",2,2,"no","no"
"1499","maker_00169798_RA",6,"6","YES",8,8,"no","no"
"1041","maker_00168708_RA",4,"4","YES",1,1,"no","no"
"3980","maker_00175153_RA",3,"3","YES",5,6,"yes","no"
"6182","maker_00169747_RA",6,"6","YES",1,1,"no","no"
"697","maker_00167775_RA",6,"6","YES",1,1,"no","no"
"8646","maker_00174730_RA",6,"6","YES",1,1,"no","no"
"5028","maker_00166582_RA",6,"6","YES",2,2,"no","no"
"7913","maker_00173483_RA",5,"5B","YES",1,1,"no","yes"
"7799","maker_00173185_RC",1,"1","NO",10,10,"no","no"
"3454","maker_00174297_RA",3,"3","YES",1,1,"no","no"
"9439","maker_00176154_RG",3,"3","NO",10,13,"yes","no"
"2028","maker_00171140_RA",6,"6","YES",1,1,"no","no"
"5041","maker_00166646_RA",6,"6","YES",8,8,"no","no"
"9937","maker_00235079_RA",6,"6","YES",3,3,"no","no"
"2020","maker_00171118_RA",6,"6","YES",1,1,"no","no"
"8247","mikado.Super_Scaffold_1000004G4352.1",5,"5F","YES",1,1,"no","no"
"2426","maker_00172143_RD",3,"3","NO",6,6,"no","no"
"1068","maker_00168765_RA",4,"4","YES",4,4,"no","no"
"4206","maker_00175689_RG",1,"1","NO",2,3,"yes","no"
"5977","maker_00169231_RA",6,"6","YES",9,9,"no","no"
"7796","mikado.Super_Scaffold_1000004G3543.2",3,"3","NO",5,5,"no","no"
"9420","mikado.Super_Scaffold_1000004G6277.1",5,"5F","YES",1,1,"no","no"
"4265","maker_00175828_RD",5,"5C","NO",4,4,"no","no"
"647","maker_00167656_RA",4,"4","YES",3,3,"no","no"
"565","maker_00167441_RA",6,"6","YES",2,2,"no","no"
"5853","maker_00168908_RA",6,"6","YES",1,1,"no","no"
"2822","maker_00173109_RA",6,"6","YES",2,2,"no","no"
"8096","maker_00173795_RA",3,"3","YES",1,1,"no","no"
"8595","mikado.Super_Scaffold_1000004G5085.1",6,"6","YES",1,1,"no","no"
"5592","maker_00168330_RA",4,"4","YES",2,2,"no","no"
"1215","maker_00169139_RA",6,"6","YES",2,2,"no","no"
"9817","mikado.Super_Scaffold_1000004G7067.1",6,"6","YES",1,1,"no","no"
"6781","maker_00171090_RA",6,"6","YES",2,2,"no","no"
"5925","maker_00169130_RA",6,"6","YES",3,3,"no","no"
"7296","maker_00172248_RA",1,"1","YES",20,20,"no","no"
"7838","maker_00173296_RD",3,"3","NO",6,7,"yes","yes"
"3020","maker_00173470_RG",3,"3","NO",1,2,"yes","no"
"6478","mikado.Super_Scaffold_1000004G1715.1",6,"6","YES",1,1,"no","no"
"6718","maker_00170951_RA",6,"6","YES",2,2,"no","no"
"9277","maker_00175854_RE",2,"2C","NO",5,6,"yes","no"
"1531","maker_00169894_RA",6,"6","YES",2,2,"no","no"
"172","maker_00166448_RA",6,"6","YES",3,3,"no","no"
"4706","maker_00176717_RA",1,"1","NO",1,2,"yes","yes"
"7020","maker_00171642_RG",3,"3","NO",4,6,"yes","no"
"7855","maker_00173343_RA",5,"5F","YES",1,1,"no","no"
"4330","maker_00176000_RD",1,"1","YES",4,5,"yes","no"
"912","maker_00168262_RD",1,"1","NO",4,5,"yes","no"
"3074","maker_00173598_RA",4,"4","YES",4,4,"no","no"
"2093","maker_00171284_RA",6,"6","YES",2,2,"no","no"
"5726","maker_00168584_RA",4,"4","YES",1,1,"no","no"
"885","maker_00168209_RA",6,"6","YES",4,4,"no","no"
"5077","maker_00166826_RA",6,"6","YES",2,2,"no","no"
"1459","maker_00169707_RA",6,"6","YES",2,2,"no","no"
"4959","mikado.Super_Scaffold_1000004G308.1",6,"6","YES",1,1,"no","no"
"7507","maker_00172572_RB",3,"3","YES",7,8,"yes","no"
"9614","maker_00176473_RD",5,"5C","NO",3,4,"yes","no"
"8046","mikado.Super_Scaffold_1000004G3994.1",5,"5F","YES",1,1,"no","no"
"2272","maker_00171767_RA",4,"4","YES",3,3,"no","no"
"5150","maker_00167054_RA",6,"6","YES",1,1,"no","no"
"993","maker_00168537_RA",6,"6","YES",3,3,"no","no"
"149","maker_00166356_RF",1,"1","NO",10,10,"no","no"
"5268","maker_00167329_RA",6,"6","YES",1,1,"no","no"
"2932","maker_00173336_RA",6,"6","YES",1,1,"no","no"
"1319","maker_00169413_RA",3,"3","YES",3,3,"no","no"
"8870","mikado.Super_Scaffold_1000004G5582.1",6,"6","YES",1,1,"no","no"
"2270","maker_00171749_RA",6,"6","YES",2,2,"no","no"
"3087","maker_00173616_RA",6,"6","YES",1,1,"no","no"
"3066","maker_00173578_RA",4,"4","YES",2,2,"no","no"
"7609","maker_00172773_RD",3,"3","NO",2,4,"yes","no"
"4223","maker_00175706_RA",3,"3","YES",7,7,"no","no"
"7496","maker_00172547_RC",1,"1","NO",10,13,"yes","no"
"8937","maker_00175322_RA",6,"6","YES",2,2,"no","no"
"2810","maker_00173075_RA",6,"6","YES",1,2,"yes","no"
"18","maker_00166015_RA",6,"6","YES",3,3,"no","no"
"6802","maker_00171126_RA",6,"6","YES",2,2,"no","no"
"3490","maker_00174354_RA",3,"3","YES",1,3,"yes","no"
"3622","maker_00174587_RA",3,"3","YES",1,2,"yes","no"
"108","maker_00166238_RA",6,"6","YES",2,2,"no","no"
"1353","maker_00169510_RA",4,"4","YES",3,3,"no","no"
"4","maker_00165983_RA",6,"6","YES",6,6,"no","no"
"6709","maker_00170936_RA",6,"6","YES",2,2,"no","no"
"8950","maker_00175380_RC",1,"1","NO",1,3,"yes","no"
"3766","maker_00174807_RA",6,"6","YES",2,2,"no","no"
"5835","maker_00168849_RA",6,"6","YES",1,1,"no","no"
"7504","maker_00172561_RA",6,"6","YES",2,2,"no","no"
"2901","maker_00173270_RF",3,"3","YES",10,10,"no","no"
"220","maker_00166568_RA",6,"6","YES",4,4,"no","no"
"5021","maker_00166557_RA",6,"6","YES",6,6,"no","no"
"1721","maker_00170420_RA",3,"3","NO",1,2,"yes","no"
"4415","maker_00176155_RA",5,"5C","YES",3,3,"no","no"
"1566","maker_00169981_RA",4,"4","YES",3,3,"no","no"
"6143","maker_00169597_RA",6,"6","YES",11,11,"no","no"
"6774","mikado.Super_Scaffold_1000004G2138.1",5,"5F","YES",1,1,"no","no"
"3905","maker_00175035_RC",3,"3","YES",7,7,"no","no"
"5676","maker_00168495_RA",6,"6","YES",3,3,"no","no"
"8457","mikado.Super_Scaffold_1000004G4795.1",5,"5F","YES",1,1,"no","no"
"9424","maker_00176125_RA",6,"6","YES",2,2,"no","no"
"8093","maker_00173790_RA",6,"6","YES",1,1,"no","no"
"7049","maker_00171724_RA",6,"6","YES",1,1,"no","no"
"7210","maker_00172076_RA",6,"6","YES",3,3,"no","no"
"4362","maker_00176058_RA",1,"1","YES",4,5,"yes","no"
"8718","maker_00174894_RB",5,"5C","NO",2,3,"yes","no"
"7237","maker_00172132_RA",6,"6","YES",3,3,"no","no"
"9471","maker_00176196_RG",3,"3","YES",10,10,"no","no"
"6867","mikado.Super_Scaffold_1000004G2267.1",5,"5F","YES",1,1,"no","no"
"9737","mikado.Super_Scaffold_1000004G6869.1",5,"5F","YES",1,1,"no","no"
"5163","maker_00167091_RA",4,"4","YES",2,2,"no","no"
"2833","maker_00173129_RA",4,"4","YES",1,1,"no","no"
"5460","maker_00167923_RA",6,"6","YES",1,1,"no","no"
"4550","maker_00176456_RA",3,"3","YES",1,1,"no","no"
"9004","maker_00175435_RA",3,"3","YES",4,4,"no","no"
"9963","mikado.Super_Scaffold_1000006G151.8",3,"3","NO",6,7,"yes","no"
"7356","maker_00172336_RA",6,"6","YES",6,6,"no","no"
"6027","maker_00169322_RA",6,"6","YES",1,1,"no","no"
"2721","maker_00172910_RB",3,"3","NO",11,13,"yes","no"
"8766","maker_00174987_RA",6,"6","YES",2,2,"no","no"
"3168","maker_00173706_RA",3,"3","NO",2,2,"no","no"
"2627","maker_00172696_RA",6,"6","YES",7,7,"no","no"
"6910","maker_00171415_RA",3,"3","YES",1,1,"no","no"
"5454","maker_00167907_RA",6,"6","YES",4,4,"no","no"
"1419","maker_00169630_RA",6,"6","YES",4,4,"no","no"
"394","maker_00166958_RA",6,"6","YES",6,6,"no","no"
"7864","mikado.Super_Scaffold_1000004G3665.1",5,"5F","YES",1,1,"no","no"
"171","maker_00166428_RA",6,"6","YES",3,3,"no","no"
"9227","mikado.Super_Scaffold_1000004G6030.1",6,"6","YES",1,1,"no","no"
"6056","maker_00169377_RA",3,"3","YES",6,7,"yes","no"
"2045","maker_00171178_RA",6,"6","YES",3,3,"no","no"
"3160","maker_00173700_RD",1,"1","NO",9,9,"no","no"
"1012","maker_00168611_RA",6,"6","YES",1,1,"no","no"
"2612","maker_00172648_RA",4,"4","YES",3,3,"no","no"
"8387","maker_00174353_RA",6,"6","YES",4,4,"no","no"
"264","maker_00166665_RA",6,"6","YES",4,4,"no","no"
"1921","maker_00170892_RA",6,"6","YES",1,1,"no","no"
"153","maker_00166366_RA",4,"4","YES",4,4,"no","no"
"446","maker_00167087_RA",6,"6","YES",9,9,"no","no"
"4545","maker_00176445_RA",6,"6","YES",3,3,"no","no"
"258","maker_00166649_RA",6,"6","YES",6,6,"no","no"
"2126","maker_00171391_RB",5,"5C","NO",6,8,"yes","no"
"2714","maker_00172897_RA",6,"6","YES",1,1,"no","no"
"6146","maker_00169615_RA",6,"6","YES",12,12,"no","no"
"8385","maker_00174346_RB",3,"3","NO",12,17,"yes","no"
"9815","maker_00176875_RA",6,"6","YES",1,1,"no","no"
"5789","maker_00168738_RA",5,"5F","YES",1,1,"no","no"
"6979","maker_00171578_RA",6,"6","YES",1,1,"no","no"
"6987","mikado.Super_Scaffold_1000004G2487.1",5,"5F","YES",1,1,"no","no"
"1162","maker_00169008_RA",4,"4","YES",2,2,"no","no"
"8085","mikado.Super_Scaffold_1000004G4080.1",6,"6","YES",1,1,"no","no"
"6421","maker_00170302_RH",3,"3","NO",15,17,"yes","no"
"1878","maker_00170803_RA",4,"4","YES",2,2,"no","no"
"8671","mikado.Super_Scaffold_1000004G5249.1",5,"5F","YES",1,1,"no","no"
"7970","maker_00173575_RA",4,"4","YES",1,1,"no","no"
"7038","maker_00171691_RA",5,"5C","YES",6,6,"no","no"
"1373","maker_00169546_RA",6,"6","YES",2,2,"no","no"
"6144","maker_00169609_RA",6,"6","YES",5,5,"no","no"
"3307","maker_00173952_RC",3,"3","NO",6,8,"yes","no"
"7596","maker_00172769_RA",4,"4","YES",3,3,"no","no"
"9833","mikado.Super_Scaffold_1000004G7104.1",6,"6","YES",1,1,"no","no"
"9395","maker_00176052_RA",6,"6","YES",2,2,"no","no"
"6546","maker_00170627_RF",3,"3","YES",1,2,"yes","no"
"9194","maker_00175726_RD",3,"3","NO",6,7,"yes","no"
"4138","maker_00175550_RA",6,"6","YES",2,2,"no","no"
"5397","maker_00167720_RA",4,"4","YES",2,2,"no","no"
"1955","maker_00170982_RA",3,"3","YES",26,26,"no","no"
"9596","mikado.Super_Scaffold_1000004G6623.1",5,"5F","YES",1,1,"no","no"
"2997","maker_00173449_RA",2,"2C","YES",2,2,"no","no"
"4986","mikado.Super_Scaffold_1000004G412.1",5,"5F","YES",1,1,"no","no"
"4807","maker_00166000_RA",6,"6","YES",1,1,"no","no"
"6655","maker_00170802_RA",4,"4","YES",3,3,"no","no"
"8948","maker_00175380_RA",1,"1","YES",1,3,"yes","no"
"4702","maker_00176703_RA",6,"6","YES",1,1,"no","no"
"8901","maker_00175239_RA",6,"6","YES",3,3,"no","no"
"7555","maker_00172654_RA",6,"6","YES",3,3,"no","no"
"3629","maker_00174602_RE",1,"1","NO",2,4,"yes","no"
"9512","maker_00176272_RA",1,"1","YES",11,13,"yes","no"
"6649","maker_00170774_RI",3,"3","NO",3,4,"yes","no"
"190","maker_00166500_RA",6,"6","YES",5,5,"no","no"
"148","maker_00166356_RE",1,"1","NO",10,11,"yes","no"
"3590","maker_00174518_RC",3,"3","NO",9,13,"yes","no"
"9428","mikado.Super_Scaffold_1000004G6307.1",5,"5F","YES",1,1,"no","no"
"5291","maker_00167386_RA",6,"6","YES",2,2,"no","no"
"4887","maker_00166224_RA",6,"6","YES",4,4,"no","no"
"9723","maker_00176659_RB",5,"5C","NO",11,16,"yes","no"
"9243","maker_00175816_RH",1,"1","NO",5,6,"yes","no"
"154","maker_00166369_RA",6,"6","YES",4,4,"no","no"
"3465","maker_00174309_RA",4,"4","YES",3,3,"no","no"
"7829","maker_00173284_RD",1,"1","NO",3,5,"yes","no"
"929","maker_00168308_RA",4,"4","YES",2,2,"no","no"
"2473","maker_00172299_RA",6,"6","YES",5,5,"no","no"
"8040","mikado.Super_Scaffold_1000004G3970.1",5,"5F","YES",1,1,"no","no"
"2877","maker_00173245_RA",6,"6","YES",3,3,"no","no"
"376","maker_00166923_RA",6,"6","YES",8,8,"no","no"
"5571","maker_00168271_RA",4,"4","YES",1,1,"no","no"
"4325","maker_00175976_RA",6,"6","YES",3,3,"no","no"
"3287","maker_00173913_RG",5,"5C","NO",4,4,"no","no"
"6843","maker_00171222_RA",4,"4","YES",1,1,"no","no"
"7045","maker_00171708_RA",6,"6","YES",1,1,"no","no"
"731","maker_00167835_RA",6,"6","YES",2,2,"no","no"
"5017","maker_00166548_RA",6,"6","YES",1,1,"no","no"
"8393","maker_00174358_RE",3,"3","NO",11,12,"yes","no"
"6100","maker_00169471_RA",6,"6","YES",1,1,"no","no"
"3201","mikado.Super_Scaffold_1000004G4079.1",5,"5C","YES",2,2,"no","no"
"8838","maker_00175120_RA",6,"6","YES",1,1,"no","no"
"7291","maker_00172236_RA",6,"6","YES",1,1,"no","no"
"3760","maker_00174801_RA",6,"6","YES",2,2,"no","no"
"6842","mikado.Super_Scaffold_1000004G2208.1",6,"6","YES",1,1,"no","no"
"749","maker_00167883_RA",6,"6","YES",1,1,"no","no"
"791","maker_00168010_RA",6,"6","YES",2,2,"no","no"
"1159","maker_00168999_RA",4,"4","YES",3,3,"no","no"
"6178","maker_00169735_RA",6,"6","YES",1,1,"no","no"
"7500","mikado.Super_Scaffold_1000004G3110.1",5,"5F","YES",1,1,"no","no"
"2295","maker_00171840_RA",6,"6","YES",2,2,"no","no"
"1332","maker_00169452_RA",3,"3","YES",1,1,"no","no"
"2102","maker_00171306_RA",6,"6","YES",3,3,"no","no"
"4872","maker_00166181_RA",4,"4","YES",2,2,"no","no"
"1706","maker_00170366_RB",3,"3","NO",2,2,"no","no"
"4502","maker_00176333_RA",6,"6","YES",2,2,"no","no"
"5102","maker_00166928_RA",4,"4","YES",3,3,"no","no"
"6737","maker_00171007_RA",6,"6","YES",2,2,"no","no"
"6873","maker_00171329_RA",6,"6","YES",1,1,"no","no"
"9621","maker_00176495_RA",4,"4","YES",1,1,"no","no"
"1830","maker_00170671_RA",3,"3","YES",12,14,"yes","no"
"443","maker_00167073_RA",6,"6","YES",3,3,"no","no"
"8072","maker_00173743_RE",1,"1","NO",1,3,"yes","no"
"1547","maker_00169930_RA",3,"3","NO",7,7,"no","no"
"6848","maker_00171236_RA",6,"6","YES",3,3,"no","no"
"8865","maker_00175155_RA",5,"5A","YES",6,6,"no","yes"
"2772","maker_00173013_RA",6,"6","YES",3,3,"no","no"
"7269","maker_00172195_RA",5,"5F","YES",1,1,"no","no"
"2269","maker_00171741_RA",4,"4","YES",4,4,"no","no"
"9515","mikado.Super_Scaffold_1000004G6422.1",5,"5F","YES",1,1,"no","no"
"4333","mikado.Super_Scaffold_1000004G6193.1",6,"6","YES",1,3,"yes","no"
"6354","maker_00170167_RA",6,"6","YES",1,1,"no","no"
"8730","maker_00174901_RA",5,"5C","YES",3,3,"no","no"
"8707","maker_00174857_RA",6,"6","YES",1,1,"no","no"
"4992","maker_00166486_RA",4,"4","YES",1,1,"no","no"
"7070","mikado.Super_Scaffold_1000004G2597.1",6,"6","YES",1,1,"no","no"
"2091","maker_00171280_RA",6,"6","YES",4,4,"no","no"
"7016","maker_00171642_RC",3,"3","NO",5,6,"yes","no"
"1442","maker_00169676_RA",6,"6","YES",3,3,"no","no"
"1673","maker_00170280_RB",1,"1","YES",11,12,"yes","no"
"720","maker_00167818_RA",6,"6","YES",3,3,"no","no"
"6067","maker_00169394_RA",6,"6","YES",3,3,"no","no"
"2834","maker_00173130_RA",6,"6","YES",4,4,"no","yes"
"5741","maker_00168620_RA",4,"4","YES",2,2,"no","no"
"779","maker_00167983_RA",6,"6","YES",1,1,"no","no"
"3572","maker_00174492_RA",3,"3","YES",2,2,"no","no"
"3896","mikado.Super_Scaffold_1000004G5452.5",3,"3","NO",8,8,"no","no"
"9271","maker_00175852_RA",6,"6","YES",1,1,"no","no"
"1066","maker_00168759_RA",4,"4","YES",2,2,"no","no"
"9585","maker_00176434_RA",1,"1","YES",16,17,"yes","no"
"4939","maker_00166377_RE",3,"3","YES",12,13,"yes","no"
"6659","maker_00170823_RA",6,"6","YES",2,2,"no","no"
"1344","maker_00169490_RA",6,"6","YES",1,1,"no","no"
"4011","maker_00175236_RA",6,"6","YES",3,3,"no","no"
"6739","maker_00171009_RB",1,"1","NO",8,8,"no","no"
"9789","maker_00176778_RA",4,"4","YES",1,1,"no","no"
"7276","mikado.Super_Scaffold_1000004G2892.1",5,"5C","YES",3,3,"no","no"
"9732","maker_00176669_RA",1,"1","NO",3,3,"no","no"
"3893","maker_00175026_RD",1,"1","NO",7,7,"no","no"
"5176","maker_00167117_RA",6,"6","YES",5,5,"no","no"
"2634","maker_00172716_RA",5,"5C","YES",6,6,"no","no"
"9506","maker_00176266_RC",1,"1","NO",59,61,"yes","no"
"2498","maker_00172348_RE",3,"3","NO",6,7,"yes","no"
"4151","maker_00175579_RA",6,"6","YES",2,2,"no","no"
"3084","maker_00173612_RE",1,"1","YES",14,14,"no","no"
"5830","maker_00168839_RA",6,"6","YES",5,5,"no","no"
"1382","maker_00169565_RA",6,"6","YES",3,3,"no","no"
"552","maker_00167416_RA",6,"6","YES",2,2,"no","no"
"1973","maker_00170994_RA",1,"1","YES",4,4,"no","no"
"8088","maker_00173783_RA",5,"5C","NO",3,3,"no","no"
"2015","maker_00171102_RA",1,"1","YES",5,5,"no","no"
"81","maker_00166177_RA",6,"6","YES",3,3,"no","no"
"431","maker_00167027_RA",6,"6","YES",4,4,"no","no"
"7483","maker_00172541_RA",3,"3","NO",3,6,"yes","no"
"6849","maker_00171237_RA",6,"6","YES",1,1,"no","no"
"5583","maker_00168306_RA",6,"6","YES",5,5,"no","no"
"6224","maker_00169855_RA",6,"6","YES",4,4,"no","no"
"183","maker_00166487_RA",6,"6","YES",4,4,"no","no"
"8308","mikado.Super_Scaffold_1000004G4508.1",6,"6","YES",1,1,"no","no"
"4255","maker_00175797_RA",6,"6","YES",1,1,"no","no"
"9758","maker_00176718_RA",5,"5C","NO",2,2,"no","no"
"5042","maker_00166647_RA",4,"4","YES",2,2,"no","no"
"1602","maker_00170087_RA",5,"5C","YES",4,7,"yes","no"
"4688","maker_00176678_RA",5,"5C","YES",5,5,"no","no"
"3591","maker_00174522_RA",3,"3","YES",2,2,"no","no"
"4026","maker_00175287_RA",6,"6","YES",1,1,"no","no"
"7581","maker_00172718_RA",6,"6","YES",3,3,"no","no"
"6176","maker_00169727_RA",6,"6","YES",10,10,"no","no"
"4217","maker_00175698_RJ",1,"1","NO",33,34,"yes","no"
"407","maker_00166981_RA",6,"6","YES",3,3,"no","no"
"2479","maker_00172316_RA",6,"6","YES",2,2,"no","no"
"8038","maker_00173669_RD",3,"3","NO",11,16,"yes","yes"
"4778","maker_00176906_RA",6,"6","YES",3,3,"no","no"
"398","maker_00166966_RA",6,"6","YES",1,1,"no","no"
"8437","maker_00174398_RG",5,"5C","NO",6,7,"yes","no"
"9976","maker_00235182_RA",5,"5A","YES",6,6,"no","yes"
"3778","maker_00174835_RA",4,"4","YES",2,2,"no","no"
"7247","maker_00172142_RE",5,"5C","NO",5,5,"no","no"
"4861","maker_00166151_RA",4,"4","YES",4,4,"no","no"
"8810","mikado.Super_Scaffold_1000004G5506.1",5,"5F","YES",1,1,"no","no"
"5165","maker_00167093_RA",6,"6","YES",3,3,"no","no"
"8599","maker_00174650_RA",6,"6","YES",2,2,"no","no"
"5720","maker_00168577_RA",4,"4","YES",4,4,"no","no"
"4772","maker_00176887_RA",6,"6","YES",4,4,"no","no"
"9693","maker_00176617_RA",4,"4","YES",1,1,"no","no"
"5373","maker_00167643_RA",6,"6","YES",12,12,"no","no"
